38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600,38.505600
38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910,38.511910
38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219,38.518219
38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528,38.524528
38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838,38.530838
38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147,38.537147
38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456,38.543456
38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765,38.549765
38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075,38.556075
38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384,38.562384
